Date,RSI_14_AAPL,RSI_14_CSCO,RSI_14_CVX,RSI_14_GOOG,RSI_14_KO,RSI_14_MSFT,RSI_14_NVDA,RSI_14_PFE,RSI_14_PG,RSI_14_XOM,EMA_Cross_AAPL,EMA_Cross_CSCO,EMA_Cross_CVX,EMA_Cross_GOOG,EMA_Cross_KO,EMA_Cross_MSFT,EMA_Cross_NVDA,EMA_Cross_PFE,EMA_Cross_PG,EMA_Cross_XOM,Vol_Spike_AAPL,Vol_Spike_CSCO,Vol_Spike_CVX,Vol_Spike_GOOG,Vol_Spike_KO,Vol_Spike_MSFT,Vol_Spike_NVDA,Vol_Spike_PFE,Vol_Spike_PG,Vol_Spike_XOM,VIX_ZScore_Signal,Herding_Index,Portfolio_Lag1,Portfolio_Lag2,Portfolio_Lag3,Portfolio_Momentum_3d,Portfolio_Momentum_5d,Portfolio_Momentum_10d,target
2015-12-04,67.65804953564631,69.38904730564417,55.77195003428753,70.64158278280371,68.40956230981229,72.93274618665617,85.50208174492622,46.66272795688735,72.08158828088409,53.03543357081953,1,-1,-1,1,1,1,1,-1,1,-1,2.189626880867985,2.527167017093313,-1.1992543192343326,1.412954808678906,1.6921430516051905,2.5945243088386447,1.7612902262644963,-1.023522652393507,1.725065981875201,-1.0650621965129865,1,1.0,-0.011458462016771842,-0.010756697132316485,0.014569321557063702,-0.0005714676599020974,0.014086005677066266,0.01787303313023235,-0.008491959334316712
2015-12-07,61.46391048478178,62.83294387208306,37.70230041434706,65.24097307967398,63.9818753609753,67.99670352819001,74.79346631615067,46.45230005962094,69.12998831912464,32.751831722490266,1,1,-1,1,1,1,1,-1,1,-1,2.0243336086454,1.3234048242918723,-1.6340976253476212,1.1590829345366436,1.5935438239852273,1.7087378565493037,2.203469795718914,0.6109374377420932,1.281560801163862,-1.4697833534168712,0,-0.6,0.021643691489186226,-0.011458462016771842,-0.010756697132316485,0.0016932701380976741,0.0055058945628448895,0.009574948437384342,-0.005555098753246113
2015-12-08,63.05310457366268,55.6161139561808,36.72157603250587,66.96384508105295,65.23660792148704,72.708289958874,76.55338508905074,47.51650851888553,66.04248379867084,29.43751629995974,1,-1,-1,1,1,1,1,-1,1,-1,-0.322260267908658,-0.8355135156712409,-0.8115925718170766,-0.17301691930951799,-0.1816847241861293,-0.07439511230245342,-1.3089879421119357,-0.012025838442755253,-0.8932525601849751,-0.09200756524423659,0,-0.8,-0.008491959334316712,0.021643691489186226,-0.011458462016771842,0.007596633401623403,-0.014618525747464925,0.006935674712937363,-0.008198730188813643
2015-12-09,44.91971007505534,43.7719870883543,36.86755627657361,55.517665699132344,56.76606580768838,59.241601807665965,63.540144481308424,42.35650600352373,61.84063630974525,30.92126880525211,-1,-1,-1,1,1,1,1,-1,1,-1,-1.083406323248869,-0.18971914779132357,1.0623325453100496,-0.6284308737099387,-0.29775555735782355,-0.6862101592619511,-1.3419541543668168,-0.14849851287770202,-0.4409582452904796,-1.8787656473944305,0,-0.6,-0.005555098753246113,-0.008491959334316712,0.021643691489186226,-0.022245788276376466,-0.012060558803962083,-0.008555235265440018,0.004253606717802087
2015-12-10,41.66367272579999,39.795602721933214,45.74040954188441,55.23822377983449,49.757164547596595,60.503861006540475,64.51068097481424,50.620444050792294,60.627447981808515,32.2637631439292,-1,-1,-1,-1,1,1,1,-1,1,-1,-1.330750919252438,-1.0260782039635326,0.2452293295694023,-0.5447213770031846,-0.8265285191662947,-0.9946237398811405,-1.1663335443390817,-0.5072006329248163,0.11276168737752267,0.551879136019824,0,0.8,-0.008198730188813643,-0.005555098753246113,-0.008491959334316712,-0.009500222224257667,0.0036515099306118452,-0.0030455271117801105,-0.017197570742980946
2015-12-11,33.00885059727497,28.896413663239088,43.081031101564086,40.99592491895074,51.90990214984751,49.10010284628797,58.34549093416528,48.96461996048696,64.05551909892262,30.16013138428316,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1.3337994952136378,-1.2966697331668076,-1.86751442611417,-0.5230491090039612,-1.0306602751633143,-1.1982248097149921,-0.7621970043478405,-0.5982448835509803,0.08118999917977784,-0.8212728344896394,0,-1.0,0.004253606717802087,-0.008198730188813643,-0.005555098753246113,-0.0211426942139925,-0.03518975230155533,-0.02110374662448906,0.011043091612076608
2015-12-14,34.5408398679502,36.7740657335881,48.37564951189385,46.17749309825907,47.68526454527359,55.6704854750204,63.41754141020695,58.50483138356273,65.77418310000269,36.028514125072135,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-0.8732058217269183,-1.7450786695281246,2.0512453330436853,-1.190113526150748,-1.24645257590619,-1.7229669044781508,-0.5766099905060195,-0.6737583085824498,0.46848434934347105,1.5400651828624132,0,0.8,-0.017197570742980946,0.004253606717802087,-0.008198730188813643,-0.00190087241310225,-0.015654701355162004,-0.010148806792317116,0.011908844448878155
2015-12-15,26.60097150192945,44.435709948150155,52.98771470010819,47.63705602139438,50.473268745581635,55.66511045928506,64.18546473475743,53.23341560288941,69.4004333745717,43.05375064661145,-1,-1,1,-1,1,1,1,-1,1,1,-0.49656255861228193,0.04650680029774189,0.13247948101155674,1.154308014901907,0.728501290297786,0.8038986314259537,0.35972377046574494,0.08853142126482594,0.7499314836566722,0.6122024948591414,0,0.6,0.011043091612076608,-0.017197570742980946,0.004253606717802087,0.005754365317973818,0.0018092418469622604,-0.012809283900502667,0.01120775120508746
2015-12-16,31.403230329950418,49.999999541863424,55.397203055098075,54.180687608828144,58.04616735730428,63.927726932438,65.66101566816624,46.36036140663842,78.04139342457543,43.895366568490665,-1,1,1,1,1,1,1,-1,1,1,-1.0563711876063546,0.041920371254310154,0.8913710160640453,1.3859844617034702,0.20254572585071726,0.6394547249977076,0.22935959863169478,0.5962433856192851,0.08524127298384339,1.4638732711147502,0,0.8,0.011908844448878155,0.011043091612076608,-0.017197570742980946,0.034159687266042224,0.021215723240863363,0.00915516443690128,-0.014614179255089139
2015-12-17,27.92215067306293,43.43517800320639,50.33047460741374,49.66764478220916,53.239998431386205,59.919176553830255,59.53800957888233,44.438287065566236,74.1694514223436,41.043536811236976,-1,-1,1,-1,1,1,1,-1,1,1,-1.1503412827587796,-1.5162248079928704,-1.0581657357064476,1.7127863687933715,1.6079979357418748,1.0662784193294153,-0.7606718376320869,1.6422858661452877,1.5257716783415505,-0.358926289171602,0,-1.0,0.01120775120508746,0.011908844448878155,0.011043091612076608,0.008502416398876476,0.0023479372679721354,0.005999447198583984,-0.018069746682013128
2015-12-18,22.587790171309663,40.023093720756634,47.043901113945665,48.69299165485922,48.93029400822144,48.89555753016914,53.053111854630984,41.20613775956277,65.62996054888126,38.1626008950901,-1,-1,1,-1,1,-1,-1,-1,1,1,-0.3262350922032772,-0.1103920164637316,-0.6381021559483022,-0.13009137863032277,-0.8726225591300483,-0.9499660508124309,-0.05609797338259532,-0.3019012433291921,-1.0021657872336316,-0.19721753227497904,0,-1.0,-0.014614179255089139,0.01120775120508746,0.011908844448878155,-0.021476174732014804,0.0014757613289399577,-0.03371399097261537,0.009873784500639176
2015-12-21,28.120591054134906,40.76902767486728,43.53378346852225,41.453443666252376,49.027384895347645,48.03754521744211,51.10474474997416,36.060960996506765,64.56131254031686,37.36454376966977,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1.8641414326212324,-1.3894521534356337,-0.050342511258080154,-1.4265922944887832,-1.6808742736190292,-1.7893605135720385,1.7332834675752578,2.077661248548195,-1.9963518490158791,-0.28314150653082476,0,0.6,-0.018069746682013128,-0.014614179255089139,0.01120775120508746,-0.022810141436463087,0.0003064542175025258,-0.01534824713765948,0.006014533891610396
2015-12-22,29.291076614848038,44.68515417934733,50.0421264582689,44.38303953966678,54.282693324790024,50.66711828214129,53.28464191060375,44.52794216978679,67.55496028986323,44.142516277598084,-1,-1,1,-1,1,1,1,1,1,-1,0.6184997607185863,0.20740023697602272,0.5246285942756429,0.4759505843685405,0.28743084614566694,0.14385940898131688,1.0273711281385538,1.0590439955796462,0.12038305072458716,0.20147304869305233,0,0.8,0.009873784500639176,-0.018069746682013128,-0.014614179255089139,-0.002181428289763556,-0.005587856339765234,-0.0037786144928029734,0.012901874755941966
2015-12-23,35.205632430930635,54.32929753060428,59.50791175783665,48.885667408646825,59.85543727193306,58.18849996360976,54.76555038351118,52.85266555825921,68.77642929341076,55.00828551329096,-1,1,1,1,1,1,1,1,1,1,0.6132652537197469,0.4165038617424397,0.7256466327515347,0.1553401896567675,0.17154819577440641,0.04288888191895068,0.1641073916190696,0.05390764397971077,0.22549189685401838,0.9366777466633331,0,1.0,0.006014533891610396,0.009873784500639176,-0.018069746682013128,0.028790193148191538,-0.003893732788910729,0.017321990451952637,-0.004049307815566229
2015-12-24,21.768173454291983,48.943442179960236,54.364782543052826,39.607853645576135,52.28199434429263,48.57991677785776,44.756276353327124,46.60394899797161,60.58719567717692,51.296485172112554,-1,1,1,-1,1,1,1,1,1,1,0.8355044772396762,0.8588398800867559,1.4998526834823371,-0.17955199128091148,0.640737241975801,0.4861124357803432,0.03403668706103618,0.0534479093833203,0.3021587369028612,1.437860383978879,0,-0.6,0.012901874755941966,0.006014533891610396,0.009873784500639176,0.014867100831986132,0.006671138650612182,0.00901907591858432,-0.0022699988224860732
2015-12-28,21.159155069454286,48.11986648097928,56.0620371279265,49.62963316684173,52.67110772014605,50.80972327901145,50.307894841795886,45.551011300220914,58.72999754498152,55.935028247363554,-1,1,1,1,1,1,1,1,1,1,-0.29862975922310053,-0.09512529298594684,-0.011429215707946638,1.2624849890532857,-0.10673011387881891,0.38666139314187586,0.2561654130583255,-0.7328748874842397,-0.17481954209508968,-0.11662543224058157,0,-0.4,-0.004049307815566229,0.012901874755941966,0.006014533891610396,0.006582568117889664,0.022470886510139235,0.02394664783907919,0.011788241954778744
2015-12-29,28.44240058411083,56.30847240264729,59.46141506009883,56.24345780840368,56.41245886640494,54.100198566585355,51.191933972476,55.017966945937886,65.04636802920642,65.77156481465137,-1,1,1,1,1,1,1,1,1,1,1.297273015987715,0.9769877077193778,-0.8553207698083243,0.020726696632133557,0.36050833494125484,0.3029474224804812,0.9652059171510293,1.5555767382805652,0.2078158048162917,-0.46988484658489377,0,1.0,-0.0022699988224860732,-0.004049307815566229,0.012901874755941966,0.005468935316726441,0.024385343964278806,0.02469179818178133,-0.007737196455340411
2015-12-30,29.854418290608265,58.57027976122937,54.90634183470639,59.024035992252365,58.7277339348855,57.72921267497471,57.75227755594091,58.176111301398755,63.33099743825857,58.63346833303016,-1,1,-1,1,1,1,1,1,1,1,1.4181157759640575,1.2682129337012913,-0.7943014747530386,1.424003403636743,0.5052492376902801,0.7897361982501552,1.3921914292278683,1.2311999653151857,0.5309773434195004,-0.9521573878005395,0,-1.0,0.011788241954778744,-0.0022699988224860732,-0.004049307815566229,0.0017810466769522595,0.010633613617327998,0.005045757277562764,-0.011689484841617463
2015-12-31,25.285943447338823,53.928374319237136,51.374562378310365,54.052610444897155,51.75860740975702,51.154693028104596,49.77914813923908,48.747279122955014,58.601787533484895,57.8199314803241,-1,1,-1,1,-1,1,1,-1,1,-1,-0.2801186104739577,-0.23997354855658645,-0.4051411147855839,-0.4796289107974478,-0.710241596691832,-0.5666704162651546,-0.23077919670374833,-0.9043921962148641,-0.29955850533011913,-0.5769131807521617,0,-1.0,-0.007737196455340411,0.011788241954778744,-0.0022699988224860732,-0.007638439342179131,-0.013957745980231431,-0.017851478769142157,-0.012779184936504573
2016-01-04,29.434896760157457,54.76444554982287,55.55031360296682,51.23366288089906,51.1433830197018,54.40245917542989,48.683547915630186,48.277197900700905,52.843582963374224,61.65141818399423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.9663573299561304,-0.32846993941992325,-0.4398226469859977,-0.341121454001372,-0.06137491046610549,-0.13132291104348132,-0.26525300488321796,-0.30677858054280555,-0.30452734719164803,-0.22879718279030783,0,-0.8,-0.011689484841617463,-0.007737196455340411,0.011788241954778744,-0.03220586623346245,-0.022687623101169774,-0.016016484450557592,0.0022444192523566027
2016-01-05,26.51779038849608,50.05290466288682,50.70060508807094,47.70306286138808,50.88098440731678,49.4131587550234,53.17404506775674,49.999999321653824,51.62373439199193,58.34748373382185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.2841915349661934,-0.8309624792833373,-0.8329419840423952,-1.2390711940786328,-1.3456347218252467,-1.2249554573699826,-1.7999746001247325,-1.3209042244433784,-1.5696024887184201,0.7983940049425237,0,0.6,-0.012779184936504573,-0.011689484841617463,-0.007737196455340411,-0.022224250525765432,-0.018173205026327098,0.004297681483812138,-0.01713005309324659
2016-01-06,26.258045807894646,42.95520029581695,33.43797753488346,50.10061374791874,42.94382626464505,43.27041073637729,37.86730948279201,41.41748216228261,40.50186583110763,40.1662954198775,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.27959275557117225,-0.33664446301284245,-1.5802135873969414,0.021897136539922524,-0.7370181100206868,-1.5098384651861867,-2.36809776893301,-1.8496552441052063,-1.2767111214140652,0.886170244168476,0,-0.8,0.0022444192523566027,-0.012779184936504573,-0.011689484841617463,-0.02766481877739456,-0.047091500074352435,-0.02270615611007363,-0.025008805356861084
2016-01-07,18.905203523114665,32.782870280543136,26.7941159914635,35.858099168785856,28.950168646792704,29.110748847478717,29.134856713887473,34.012865589834405,28.884292532702233,36.540803670167385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.9111417117643571,-0.6407116680330748,-0.12815135558924656,-1.1902874539335073,-0.9306923858464593,-0.8377120625016212,-0.06092009577846561,-0.833355479820292,-0.10074835412076986,-0.3861735699812352,0,-1.0,-0.01713005309324659,0.0022444192523566027,-0.012779184936504573,-0.03989443919775107,-0.0643631089758731,-0.05372949535854511,-0.011747262437580458
2016-01-08,22.783656895500897,31.750930586732693,29.169948332658464,34.69625206743561,30.26667763080171,31.6970248757563,28.2915305952733,32.56812771600886,27.187269312314825,35.21440525784385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.9918002441375164,-0.1000694311129549,-1.0810314391589424,-0.31951880177430086,-1.3494143626827773,-1.9563545753119984,-0.6464366030824259,-0.44568416859498095,-0.691554897163892,-0.33401552475472585,0,-0.6,-0.025008805356861084,-0.01713005309324659,0.0022444192523566027,-0.053886120887688134,-0.0644208865718361,-0.07837863255206753,0.002187290977356385
2016-01-11,31.959112698173882,41.735923180874266,28.135621453276983,38.94158983075109,38.68706506229351,37.93039809936764,31.066900917857566,36.993677674554746,40.85363116340474,34.10399781973982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3968517753438493,-2.057459724898827,-0.2540160441095831,-0.858998738716482,-0.4007354547398907,0.18385854475619762,-0.8109103369399937,-1.0880830188324215,-2.08706178352218,-0.5322538525639807,0,0.4,-0.011747262437580458,-0.025008805356861084,-0.01713005309324659,-0.03456877681708516,-0.049454410657975144,-0.07214203375914492,0.010311993194399672
2016-01-12,32.69491024350977,38.1729574518396,33.65182546407303,39.997702780443745,42.457025228389945,36.26944253974983,28.810357879980927,26.954168923878683,33.43678909575458,42.03494525393358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.05680218137067804,0.7416382941841698,1.2635693169914382,0.56563989081021,0.841026187406061,0.476606388572536,0.48136239038207973,0.32493184974738826,0.9632419866776465,1.8803925794007716,0,0.6,0.002187290977356385,-0.011747262437580458,-0.025008805356861084,0.0007520217341756025,-0.041386836715932074,-0.05956004174225918,-0.0184331162753034
2016-01-13,29.134979161076714,29.453564180513496,29.286397765749044,31.057452901855243,32.67664296270796,27.05023797727776,24.71576958237131,21.147160499472278,24.66389156555431,42.351177416380466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.471814461149463,-1.5797344531297537,1.0858238018190884,-2.321599797969029,1.5180848460575893,-1.5724635589866816,-1.603770698897956,-1.4396270856012405,-0.6137157833500531,0.7938060492477133,0,-0.8,0.010311993194399672,0.002187290977356385,-0.011747262437580458,-0.005933832103547341,-0.04268989989798889,-0.0897813999723413,0.01750183492672667
2016-01-14,31.752902452993837,23.0927168949393,32.294314822408026,37.826620715905236,26.649807894306647,35.428675157541434,21.516770638231378,33.88880779820255,24.612873436362733,46.33452648083074,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1.5351882610716512,-1.482933738552783,1.6175972436691461,-2.1983505635545715,-0.5526493486109476,1.9333832912556908,-0.3564165151329196,2.335455229768288,-1.0916037955136872,1.3969381700231727,0,0.8,-0.0184331162753034,0.010311993194399672,0.002187290977356385,0.009380711845822943,-0.0001792596144011352,-0.06454236859027424,-0.02680829633508172
2016-01-15,29.42434692595286,18.720382116095436,32.008779522317724,33.43423839185088,24.94246426371707,28.973795061365664,16.67894897311467,30.8725810668396,21.48484705053997,44.19437748368421,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1.456174372541108,-1.7238345352263222,1.8915645164197623,-1.8121383453002382,-0.8034340208242373,-2.2886427343459577,-1.0234297494512834,1.8058003200399757,-1.5643256895210207,2.1960015514081244,0,-1.0,0.01750183492672667,-0.0184331162753034,0.010311993194399672,-0.02773957768365845,-0.0152402935119024,-0.07966118008373849,0.0002724805635894847
2016-01-19,30.173023138701254,22.339903582493605,31.114458111139,30.937394076050893,32.436818446089376,26.139140646173615,18.900702830641507,31.34471984946687,34.3894754589938,42.45698230995986,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-0.6217376952339949,-1.886409747671619,-0.1267756723235311,-1.443072938670694,1.5275950196964372,-1.0755075124554379,-1.7347418649985833,-0.3130350457764754,2.236282201714213,-0.14411195686494904,0,0.0,-0.02680829633508172,0.01750183492672667,-0.0184331162753034,-0.009033980844765565,-0.0171551039256693,-0.06660951458364445,-0.012571720656387097
2016-01-20,25.291062789825645,13.6848945634449,25.493004616142727,24.019201274451675,25.67370378519979,23.943404290756135,16.00336363404236,24.745547251996868,30.739468710369366,33.47837683706078,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.20389770717756073,-1.6307349522355719,-0.13920600392257862,0.5653293469709677,-1.7269444438368657,-0.4335614466008018,0.07434334860273255,-0.16488598623343864,1.5371458422798823,-0.7979808954644866,0,-0.4,0.0002724805635894847,-0.02680829633508172,0.01750183492672667,-0.039107536427879334,-0.04003881777645607,-0.08142565449238814,0.005962882977308114
2016-01-21,26.18804597440389,14.167523734308858,32.81742143615335,29.076193606604576,26.588879672008503,23.728221190809833,19.679977070186624,24.714021183302307,37.49151488593841,38.874558467085706,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-0.21691094981184647,-1.2915194567018466,-1.4565537522683019,0.5835218921726912,-0.9907190797584308,-0.3605981997846624,0.17401509942054427,-0.0989662955085999,0.832524191781328,-1.5540308961709963,0,0.3,-0.012571720656387097,0.0002724805635894847,-0.02680829633508172,-0.006336357115489497,-0.015642818523844554,-0.058332718421833435,0.024818098615122658
2016-01-22,42.85121855730396,21.820822066368535,38.99917642404259,39.636496596275414,40.512842839496365,37.03571898266289,26.441098568582532,30.111845288367775,43.583350661392686,46.66243953735597,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1.75753241081115,0.5949885813267263,0.11156187675792763,0.4901626860010702,1.1733478594454967,1.324271758302166,0.32606558230472904,0.4094507304183878,0.1902979600075314,0.5236052479446431,1,1.0,0.005962882977308114,-0.012571720656387097,0.0002724805635894847,0.018209260936043678,-0.008326554835448564,-0.008505814449849693,-0.013562295498567935
2016-01-25,39.645582028039165,22.8741116236461,36.82997848552505,40.33892093398887,47.18522847071346,37.48279937100044,27.964013432670413,30.955007293591677,45.792267178451425,42.227460043340294,1,-1,-1,-1,1,-1,-1,-1,1,-1,2.0913482196658504,0.8726422098360233,-1.494959265431682,1.5066157989110793,1.0241939012965682,1.4241508886355942,0.699172809370008,-0.689553941385933,0.925789417833073,-1.6436696807378597,0,-0.8,0.024818098615122658,0.005962882977308114,-0.012571720656387097,0.01721868609386284,0.004919446001065222,-0.01032084751083717,0.015211891526957178
2016-01-26,44.817124862137625,30.2293997625425,41.831208693122186,40.59493016507478,44.40165020483905,38.23799923924479,26.436221107298337,30.02861408836111,53.658082575791866,47.16311149621362,1,-1,1,-1,1,-1,-1,-1,1,-1,-0.7511831782179595,0.9469008935762189,1.5984474428167992,-0.6978448190724825,0.3178040676205338,-0.5336288058371114,0.30973670352603994,-0.7598470459824759,1.6713911663371441,1.6232215995733095,0,0.8,-0.013562295498567935,0.024818098615122658,0.005962882977308114,0.026467694643511903,0.019858856964432917,0.0027037530387636222,-0.016229608837991277
2016-01-27,37.78347295357951,30.045406356137192,45.39628112845145,37.017994812701154,47.1017404917111,38.23039945801727,29.531971113676164,33.65609830290492,57.279856343517004,45.72085655682631,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1.638302537552419,1.0644974154938456,1.1013184931000106,-0.6821203911085286,-0.17621161872455454,-0.7958544816040413,-0.6440034699325806,0.6370130202728849,1.3382170757390182,1.2514083077454792,0,-0.8,0.015211891526957178,-0.013562295498567935,0.024818098615122658,-0.014580012809602031,0.016200968782828735,-0.023837848993627328,0.010904078618235197
